emb_type,m,n,best_C,train_acc,test_acc,train_f,test_f
SVD,11,5,0.0215443469003188,0.784564131038312,0.7711442786069652,0.7739299754374371,0.7599970190370461
skipgram,11,5,46.41588833612782,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
cbow,11,5,46.41588833612782,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
SVD,11,6,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,11,6,46.41588833612782,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
cbow,11,6,46.41588833612782,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
SVD,11,7,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,11,7,599.4842503189421,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
cbow,11,7,599.4842503189421,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
SVD,11,8,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,11,8,599.4842503189421,0.7575934579439252,0.7277486910994765,0.738518831422948,0.7064378743579125
cbow,11,8,599.4842503189421,0.7575934579439252,0.7277486910994765,0.738518831422948,0.7064378743579125
SVD,12,2,599.4842503189421,0.9766796224319824,0.9751243781094528,0.9766654203776428,0.9751243781094527
skipgram,12,2,46.41588833612782,0.7955607476635514,0.774869109947644,0.7839994874055993,0.763157660587545
cbow,12,2,599.4842503189421,0.8008177570093458,0.7853403141361257,0.7900977504029686,0.7752476595443206
SVD,12,3,3.593813663804626,0.852859522487507,0.8258706467661692,0.8495391522709465,0.821242008987492
skipgram,12,3,3.593813663804626,0.7762850467289719,0.7591623036649214,0.7612408530964164,0.744693589031371
cbow,12,3,46.41588833612782,0.7774532710280374,0.7696335078534031,0.7626388533817757,0.7570482282524168
SVD,12,4,0.0215443469003188,0.7956690727373681,0.7860696517412935,0.7866345958924238,0.7770966253518199
skipgram,12,4,3.593813663804626,0.7634345794392523,0.7382198952879581,0.7456930653274836,0.7194006095912296
cbow,12,4,46.41588833612782,0.7646028037383178,0.743455497382199,0.7471196965797393,0.7258005636502428
SVD,12,5,0.2782559402207126,0.784564131038312,0.7711442786069652,0.7739299754374371,0.7599970190370461
skipgram,12,5,599.4842503189421,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
cbow,12,5,46.41588833612782,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
SVD,12,6,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,12,6,46.41588833612782,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
cbow,12,6,46.41588833612782,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
SVD,12,7,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,12,7,599.4842503189421,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
cbow,12,7,599.4842503189421,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
SVD,12,8,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,12,8,599.4842503189421,0.7575934579439252,0.7277486910994765,0.738518831422948,0.7064378743579125
cbow,12,8,599.4842503189421,0.7575934579439252,0.7277486910994765,0.738518831422948,0.7064378743579125
SVD,13,2,599.4842503189421,0.9694614103275958,0.9751243781094528,0.969430306218085,0.9751243781094527
skipgram,13,2,0.2782559402207126,0.8037383177570093,0.7958115183246073,0.7934666783125164,0.7871747249392452
cbow,13,2,0.2782559402207126,0.8019859813084113,0.7958115183246073,0.7914469278984895,0.7871747249392452
SVD,13,3,46.41588833612782,0.8511937812326485,0.8258706467661692,0.8477583092112194,0.821242008987492
skipgram,13,3,3.593813663804626,0.7768691588785047,0.7591623036649214,0.7619401662066085,0.744693589031371
cbow,13,3,3.593813663804626,0.7774532710280374,0.7591623036649214,0.7626388533817757,0.744693589031371
SVD,13,4,0.0215443469003188,0.7945585785674625,0.7860696517412935,0.7853722370605464,0.7770966253518199
skipgram,13,4,599.4842503189421,0.764018691588785,0.7382198952879581,0.7464067189382436,0.7194006095912296
cbow,13,4,46.41588833612782,0.7646028037383178,0.7382198952879581,0.7471196965797393,0.7194006095912296
SVD,13,5,0.2782559402207126,0.784564131038312,0.7711442786069652,0.7739299754374371,0.7599970190370461
skipgram,13,5,599.4842503189421,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
cbow,13,5,46.41588833612782,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
SVD,13,6,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,13,6,599.4842503189421,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
cbow,13,6,599.4842503189421,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
